domain,page,document,size [KB]
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_008f.jpg,325.048
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_008e.jpg,320.245
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_008c.jpg,388.748
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_008b.jpg,340.29900000000004
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_004f.jpg,469.783
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_004e.jpg,326.72700000000003
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_004d.jpg,224.34
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_004c.jpg,232.697
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_004a.jpg,450.809
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_016.jpg,450.974
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_015.jpg,537.731
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_014.jpg,436.724
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_013.jpg,514.926
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_012.jpg,521.556
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_010.jpg,468.71000000000004
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_011.jpg,575.162
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_009.jpg,448.59000000000003
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_008.jpg,418.97
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_007.jpg,473.38
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_006.jpg,468.443
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_005.jpg,423.89
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_004.jpg,308.758
https://innoseed-enac.epfl.ch,https://innoseed-enac.epfl.ch/pitch2017_gallery,https://documents.epfl.ch/users/g/gi/gilis/www/Pitch%20your%20impact%202017%20Contest/Pitch%20you%20impact%202017%20_%20contest_003.jpg,220.292
