domain,page,document,size [KB]
http://cryos.epfl.ch,http://cryos.epfl.ch/page-74348.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctic/Wind_erroded_snow_surface_2.jpg,7.024
http://cryos.epfl.ch,http://cryos.epfl.ch/page-74348.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctic/Drifting_snow_3.jpg,7.024
http://cryos.epfl.ch,http://cryos.epfl.ch/page-74348.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctic/Drifting_snow_2.jpg,7.024
http://cryos.epfl.ch,http://cryos.epfl.ch/page-74348.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctic/Drifting_snow_1.jpg,7.023000000000001
http://cryos.epfl.ch,http://cryos.epfl.ch/page-74348.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctic/Drifting_snow_4.jpg,7.0200000000000005
http://cryos.epfl.ch,http://cryos.epfl.ch/page-74348.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctic/Drifting_snow_5.jpg,7.023000000000001
http://cryos.epfl.ch,http://cryos.epfl.ch/page-74348.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctic/Wind_erroded_snow_surface_1.jpg,7.023000000000001
http://cryos.epfl.ch,http://cryos.epfl.ch/page-74348.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctic/Snow_crystal_shape.png,7.021
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-13.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-22.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-12.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-14.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-25.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-1.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-2.jpg,6.825
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-3.jpg,6.822
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-26.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-34.jpg,6.823
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-30.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-32.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-33.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-21.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-7.jpg,6.825
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-23.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-4.jpg,6.823
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-6.jpg,6.825
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-9.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-11.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-19.jpg,6.821
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-27.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-29.jpg,6.823
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-5.jpg,6.822
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-10.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-18.jpg,6.822
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-8.jpg,6.823
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-31.jpg,6.822
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-15.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-16.jpg,6.825
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-17.jpg,6.823
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-20.jpg,6.825
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-24.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-28.jpg,6.825
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-35.jpg,6.823
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-36.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/antarctica_2012_gallerie/Antarctica_2012-37.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/val_ferret_2012_gallerie/Val_Ferret_2012/Val_Ferret-21.jpg,6.823
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/val_ferret_2012_gallerie/Val_Ferret_2012/Val_Ferret-16.jpg,6.823
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/val_ferret_2012_gallerie/Val_Ferret_2012/Val_Ferret-13.jpg,6.825
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/val_ferret_2012_gallerie/Val_Ferret_2012/Val_Ferret-11.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/val_ferret_2012_gallerie/Val_Ferret_2012/_Val_Ferret_Kelvin_Helmoltz_Sequence.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/val_ferret_2012_gallerie/Val_Ferret_2012/Val_Ferret-01.jpg,6.822
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/val_ferret_2012_gallerie/Val_Ferret_2012/Val_Ferret-09.jpg,6.825
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/val_ferret_2012_gallerie/Val_Ferret_2012/Val_Ferret-08.jpg,6.824
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/val_ferret_2012_gallerie/Val_Ferret_2012/Val_Ferret-20.jpg,6.825
http://cryos.epfl.ch,http://cryos.epfl.ch/page-89070-en.html,https://documents.epfl.ch/groups/c/cr/cryos-unit/www/sitejahia/galleries/val_ferret_2012_gallerie/Val_Ferret_2012/Val_Ferret-12.jpg,6.824
